Gene	logpval_gwascatalog	Adipose - Subcutaneous_GTExTPM	Adipose - Visceral (Omentum)_GTExTPM	Adrenal Gland_GTExTPM	Artery - Aorta_GTExTPM	Artery - Coronary_GTExTPM	Artery - Tibial_GTExTPM	Bladder_GTExTPM	Brain - Amygdala_GTExTPM	Brain - Anterior cingulate cortex (BA24)_GTExTPM	Brain - Caudate (basal ganglia)_GTExTPM	Brain - Cerebellar Hemisphere_GTExTPM	Brain - Cerebellum_GTExTPM	Brain - Cortex_GTExTPM	Brain - Frontal Cortex (BA9)_GTExTPM	Brain - Hippocampus_GTExTPM	Brain - Hypothalamus_GTExTPM	Brain - Nucleus accumbens (basal ganglia)_GTExTPM	Brain - Putamen (basal ganglia)_GTExTPM	Brain - Spinal cord (cervical c-1)_GTExTPM	Brain - Substantia nigra_GTExTPM	Breast - Mammary Tissue_GTExTPM	Cells - Cultured fibroblasts_GTExTPM	Cells - EBV-transformed lymphocytes_GTExTPM	Cervix - Ectocervix_GTExTPM	Cervix - Endocervix_GTExTPM	Colon - Sigmoid_GTExTPM	Colon - Transverse_GTExTPM	Esophagus - Gastroesophageal Junction_GTExTPM	Esophagus - Mucosa_GTExTPM	Esophagus - Muscularis_GTExTPM	Fallopian Tube_GTExTPM	Heart - Atrial Appendage_GTExTPM	Heart - Left Ventricle_GTExTPM	Kidney - Cortex_GTExTPM	Kidney - Medulla_GTExTPM	Liver_GTExTPM	Lung_GTExTPM	Minor Salivary Gland_GTExTPM	Muscle - Skeletal_GTExTPM	Nerve - Tibial_GTExTPM	Ovary_GTExTPM	Pituitary_GTExTPM	Prostate_GTExTPM	Skin - Not Sun Exposed (Suprapubic)_GTExTPM	Skin - Sun Exposed (Lower leg)_GTExTPM	Small Intestine - Terminal Ileum_GTExTPM	Spleen_GTExTPM	Stomach_GTExTPM	Testis_GTExTPM	Thyroid_GTExTPM	Uterus_GTExTPM	Vagina_GTExTPM	Whole Blood_GTExTPM	ExomiserScore	humanScore_Exomiser	mouseScore_Exomiser	fishScore_Exomiser	ppiScore_Exomiser	RVIS_Score	humancellsensitivity	humancellspecificity	mousecellsensitivity	mousecellspecificity	ui_panglaoDB	SignalValue_H3k4me1_median	SignalValue_H3k4me3_median	SignalValue_H3k27Ac_median	pLI_ExAC	CNVs_ExAC	Gene_length	GDI_Score	HIPred	IPA_Hyperlipidemia_Annotation	O_GlcNAc_Score	EMS_Max	ExAc_constraint_obs_exp	SignalValue_H3k27me3_median	SignalValue_H3k36me3_median	SignalValue_H3k79me2_median	SignalValue_H3k9ac_median	SignalValue_H3k9me1_median	H4k20me1_count	SignalValue_H4k20me1_median	label
HNF1A	1042.522879	0.0129672	0.0117873	0.00926766	0.0154441	0.0149165	0.0100472	0.0615211	0	0.00942709	0.00841224	0.0490744	0.0574412	0.0183657	0.0173292	0.00818502	0.00949549	0.00904168	0	0.011251	0.00714628	0.0174907	0.0128636	0.021893	0.0240942	0.0637787	0.225871	4.33367	0.0709995	0.0192322	0.0330215	0.0566276	0	0	5.28446	1.94112	8.69954	0.036238	0.00895728	0	0.0175321	0.0239635	0.0156224	0.0388348	0.0321128	0.0429192	6.25644	0.0135571	4.10975	0.315883	0.0158575	0.0220747	0.0165466	0.0109806	0.475140085	0.475140085	0	0	0	-0.44	NA	NA	NA	NA	NA	NA	NA	NA	0.969659467	4	23969	5494.65453	0.834909678	1	8.268920217	NA	0.993136601	4.62948	2.8349	NA	NA	NA	NA	NA	probable
HNF4A	151.69897	0.0103551	0.0248131	0.0574157	0.0121979	0.0163778	0.0103245	0.0186143	0.0171006	0.139403	0.00468739	0.0336685	0.0369175	0.206408	0.253735	0.029429	0.00814011	0.0050242	0.00413535	0.0049059	0.00558103	0.0100308	0.0102752	0.00873762	0.0300941	0.0249919	0.129241	32.9931	0.0101435	0.0220773	0.0122788	0.112445	0.0122096	0.0067403	11.3798	2.29446	55.4097	0.0620082	0.0106912	0.0071981	0.0205306	0.0524772	0.0151715	0.0143797	0.0272816	0.0326484	30.7429	0.0160388	5.38633	1.17587	0.0125346	0.0197007	0.0282849	0.0133484	0.464215864	0.464215864	0	0	0	-0.96	0.833333	0.00783454	0.695364	0.0217517	0.019	9.9305	NA	NA	0.919225678	14	77145	238.98386	0.819463432	1	NA	NA	0.976861815	1.81314	NA	NA	NA	1.35783	NA	NA	probable
HP	17	5.37174	140.092	3.08538	5.91719	13.9253	1.37035	1.13542	0.252597	0.237188	0.354512	0.439404	0.692371	0.32739	0.280232	0.249887	0.312044	0.287322	0.320361	0.813841	0.379027	5.34293	0.250448	0.160106	1.78505	3.45761	0.536454	0.780993	0.70053	1.15693	1.05236	4.30323	8.14507	1.27334	1.28146	1.93757	12259.2	17.5826	2.15172	0.45782	7.03806	2.82499	14.7128	1.59713	0.486153	0.428953	1.02161	7.80638	1.23938	1.06158	1.81698	1.77988	0.895839	56.4047	0	0	0	0	0	-0.8	0	0.0251651	0.952218	0.0297541	0.044	NA	NA	NA	0.029390747	NA	6463	392.89017	0.194109589	NA	NA	NA	NA	1.89135	NA	NA	NA	NA	NA	NA	probable
HPN	39.52287875	2.01549	2.51386	1.01492	0.513083	0.809454	0.291431	0.959106	2.34362	1.27498	2.20533	4.49742	5.58852	2.59835	2.05753	3.77614	1.92914	1.40854	3.24048	8.42843	5.30087	6.4164	0.103768	0.0672303	1.67781	2.48782	0.955026	0.857079	1.06004	0.298443	1.16654	8.86213	3.45034	2.22997	170.718	129.788	492.49	14.3502	2.65684	10.5345	2.23627	1.73927	22.8718	21.2096	0.899208	0.578795	1.65388	3.92496	56.7533	3.13796	38.8818	1.17816	0.757582	0.496464	0	0	0	0	0	-0.47	NA	NA	NA	NA	NA	2.40938	8.87345	9.528845	0.997916182	1	26065	57.2172	0.728550792	1	NA	NA	NA	5.87021	2.82512	NA	10.0618	1.20849	NA	NA	probable
HPR	216	0.759257	4.35199	0.344468	2.19069	5.4687	2.20029	0.387986	5.43786	4.89959	7.14521	1.04345	1.32179	4.5453	4.64012	3.87072	4.83155	4.75803	6.58785	3.71329	7.09865	0.743026	0.080446	0.0212032	2.5203	1.23847	0.670358	0.453447	1.37841	0.207342	1.1774	2.37655	11.5085	50.8845	0.273122	0.348535	364.585	1.02565	0.19671	0.302193	11.4651	2.10222	0.359517	0.699693	0.295473	0.288493	0.494484	0.136715	0.756321	2.58805	0.387298	0.349705	0.87039	0.389248	0	0	0	0	0	0.38	0.108108	0.000316957	0	0	0	NA	NA	NA	2.95E-07	NA	22623	536.91867	0.111908376	1	NA	NA	NA	1.89135	NA	NA	NA	1.67937	NA	NA	probable
HPS6	8.698970004	11.6387	8.52297	12.8814	14.5161	13.5381	11.3547	14.9209	3.55684	5.35294	5.06209	9.45296	9.13768	7.81236	8.69539	3.85645	5.06456	5.41983	4.30345	3.37142	3.78532	11.7943	30.3552	26.3829	13.1841	16.9508	12.7308	13.1867	15.0139	16.5642	15.6575	19.4339	3.92617	4.77289	4.59764	7.68388	4.32555	10.6133	12.4021	5.79652	12.3733	10.3485	9.21031	10.596	14.6295	15.522	14.3674	17.0252	11.768	8.67944	11.3693	18.0521	12.1044	5.98824	0	0	0	0	0	-1.04	NA	NA	NA	NA	NA	5.38931	16.0573	7.54098	0.301742442	0	2645	80.48507	0.519549906	NA	NA	NA	NA	1.81936	3.73374	8.45804	18.1172	3.83319	13	7.46943	probable
HSD11B1	21.52287875	28.3857	14.81	6.81114	13.1508	19.0088	13.8126	12.5353	2.78528	2.22974	3.68272	13.4055	24.4235	3.5638	3.94139	5.7289	2.09532	1.09422	6.82362	4.80837	8.68207	12.5415	39.1729	0.158765	3.07765	5.11246	3.76468	3.48985	9.20979	1.70696	7.79272	9.60015	4.16587	2.11319	1.99577	26.1229	238.705	55.7385	2.66005	2.70889	22.4654	78.1874	11.7143	32.8003	42.1889	34.8897	4.69827	7.20431	5.63538	8.41147	7.2439	3.62455	7.93292	0.162381	0	0	0	0	0	-0.43	0.135135	0.00994227	0.575	0.0246213	0.022	6.49504	NA	NA	0.691555251	5	48785	4.46983	0.451622128	NA	NA	NA	NA	4.01513	NA	NA	NA	1.32108	100	1.17485	probable
HSD17B4	8.698970004	88.2518	97.2021	129.815	88.435	84.392	70.9568	78.8212	49.7487	45.0457	50.7357	54.4214	51.795	52.2508	56.6881	50.7807	61.8095	47.0688	44.5609	105.187	66.1598	97.1092	78.8796	59.2251	86.8046	87.15	50.4811	64.112	54.395	86.1281	53.4771	71.1419	53.3918	49.6916	43.5737	60.5865	119.847	107.418	69.0097	36.7642	82.9406	68.8116	86.5275	88.3203	88.2035	84.11	76.0672	64.2683	67.187	43.4178	203.836	77.4306	86.9524	16.8112	0.790569415	0.790569415	0	0	0	0.27	NA	NA	NA	NA	NA	9.61922	36.9002	12.6834	1.82E-05	133	184756	11180.56296	0.314184934	NA	NA	NA	NA	5.30653	2.26333	6.95717	32.3332	1.95967	104	1.59882	probable
HSD3B7	NA	48.363	34.2305	37.7932	26.5335	22.7543	13.7019	20.5337	4.25263	4.7059	3.25972	9.99888	11.5241	4.87899	4.29485	4.06204	5.15302	3.24115	2.89192	11.0178	5.17882	32.0758	46.889	1.94344	23.9623	23.1933	27.5982	25.6611	27.7637	19.0119	28.1127	22.4861	7.72859	6.60448	35.3475	35.1334	110.553	24.1702	17.3696	4.49735	30.2909	19.275	13.3332	20.8065	29.5037	32.9726	33.8354	33.7592	15.2206	16.8355	17.0765	25.4017	18.9738	5.75046	0.512420826	0.512420826	0	0	0	-0.2	NA	NA	NA	NA	NA	9.99193	NA	NA	4.64E-06	0	3954	2910.85435	0.170125708	NA	NA	NA	NA	NA	3.22331	NA	NA	NA	NA	NA	probable
HSPB3	NA	0.46607	0.191734	0.0939078	1.33637	9.82419	5.84422	0.63288	2.31461	9.65046	0.406506	0	0	9.12302	13.3069	1.05204	0.397616	0.331204	0.39856	0.145608	0.114273	0.116559	4.26805	0.0583368	1.20397	0.334677	4.06488	2.48554	9.5412	1.15571	12.5268	2.94912	236.467	231.184	0.247374	0.141476	0	2.94534	0.600877	110.15	0.433225	0.746567	2.57651	1.82213	1.40589	1.69631	0.245168	0.364378	0.213454	3.11039	0.196737	4.4861	0.572223	0.0800884	0	0	0	0	0	-0.12	NA	NA	NA	NA	NA	NA	NA	NA	0.000440374	0	762	33.16744	0.250911236	NA	NA	NA	NA	2.8919	NA	NA	NA	NA	NA	NA	probable
IFT122	10.69897	23.8697	17.9113	11.5685	17.9607	17.1717	16.8698	15.7378	7.61759	10.933	13.6403	25.856	25.561	17.2942	16.0061	7.42509	10.3603	17.183	9.95079	6.48845	6.0946	25.5097	18.0838	8.90638	32.1998	34.9647	15.4261	12.157	16.8177	9.31628	15.1757	30.5169	13.5533	6.18554	11.6395	19.3556	5.24818	22.1781	15.9664	3.09553	33.8604	42.998	37.9838	19.7424	17.0783	18.7368	12.2851	12.8246	13.6667	156.972	33.6113	30.2688	19.5117	3.38888	0.427016488	0.427016488	0	0	0	-1.27	NA	NA	NA	NA	NA	8.68365	12.5998	18.0457	2.16E-11	16	80230	277.35114	0.540453374	NA	NA	NA	0.946576485	NA	2.97873	5.57434	10.2724	1.72017	7	1.85976	probable
IFT140	15.04575749	10.2377	9.22415	12.8923	11.9466	11.7182	11.7556	16.9727	5.36668	7.29395	7.72849	24.9104	26.8328	10.839	9.72768	5.74104	10.2063	8.49532	5.34854	4.68913	4.77113	13.1397	9.23567	4.14552	26.9782	29.5956	14.5632	9.07203	13.8693	6.41989	13.7372	26.0246	4.89825	2.5342	9.25022	10.7007	2.65221	19.0054	10.5665	2.30338	21.7558	31.1495	34.4411	20.2833	10.9674	11.4134	8.17211	7.27343	8.40512	47.9066	59.7556	26.6336	16.4107	0.660174	0.368041927	0.368041927	0	0	0	-0.48	NA	NA	NA	NA	NA	9.97141	14.1837	12.5157	9.14E-18	14	101683	1498.31247	0.392636538	NA	NA	NA	NA	NA	3.51132	4.01353	13.3045	1.39391	162	1.70169	probable
IFT80	10	9.32361	9.41367	11.2596	13.8036	22.7961	11.9683	12.5533	11.4112	10.794	11.7735	20.4076	18.7038	14.9735	16.2994	15.468	13.4028	11.5605	10.4558	21.0125	14.26	10.9212	33.8343	14.9574	17.2324	21.3738	10.794	9.1564	10.6514	10.6707	8.78309	18.4949	5.94398	3.04314	7.97337	18.2875	4.04593	15.1372	9.858	2.17677	15.6714	26.59	41.8166	14.6201	9.89236	8.83837	10.8197	13.5728	9.07283	30.401	29.9542	21.5865	14.9821	0.785935	0	0	0	0	0	-0.29	NA	NA	NA	NA	NA	8.02481	61.7158	11.1777	1.44E-10	7	142894	1595.47681	0.221414283	NA	NA	NA	NA	NA	1.74308	10.4567	40.8011	1.21832	45	1.54163	probable
IGF2BP2	168.69897	12.4663	8.92251	10.6742	1.22771	4.05335	2.60779	5.96932	0.393995	0.261243	0.598528	8.81025	8.15671	0.219686	0.195681	0.479297	1.16613	0.562534	0.688695	1.23636	0.967906	7.69749	111.998	0.0584302	8.95798	9.5032	5.13214	11.3277	3.76303	2.44624	3.55446	11.1494	5.39201	4.43164	6.8707	8.06652	0.87592	18.9093	13.0486	0.971759	25.5156	9.79351	2.17091	2.54218	5.79231	6.82306	11.9222	6.21102	7.66405	13.4281	14.4779	10.0313	8.62186	5.03927	0	0	0	0	0	-0.76	NA	NA	NA	NA	NA	9.13715	8.07185	9.45637	0.942124149	3	181317	26.44571	0.684573174	NA	NA	NA	NA	5.36449	2.50475	13.0694	13.1399	2.2057	318	3.06139	probable
IGFALS	NA	0.444337	0.261962	0.307783	0.410134	0.399114	0.451608	0.685774	0.604954	0.696861	0.69166	3.36862	3.44764	1.12361	1.00493	0.564776	0.797013	0.740465	0.690055	1.19014	0.615545	0.593415	0.072216	0.309855	0.437614	1.23086	0.703093	0.566128	0.627476	0.190673	0.582073	1.07871	0.148821	0.117476	0.901627	0.795138	65.2397	1.49031	0.45167	0.300925	1.29183	1.16742	1.18959	0.877848	1.05876	1.27121	0.734403	0.433805	9.83195	3.90176	1.54153	0.606376	0.406759	0.125561	0.415747574	0.415747574	0	0	0	-0.88	NA	NA	NA	NA	NA	NA	NA	NA	2.80E-05	NA	4558	490.6224	0.306295961	NA	NA	NA	NA	NA	3.65478	4.93931	NA	1.39391	29	1.52345	probable
IL12A	482.39794	0.524493	0.473251	0.104656	0.207577	0.342173	0.183579	0.470189	1.55159	1.2821	1.07018	0.449436	0.530783	1.19969	1.24223	1.41737	1.31829	1.16439	1.38449	1.31788	1.73334	0.800691	2.89628	7.35502	0.442357	0.679057	1.60934	1.25711	0.941935	6.57965	0.967622	1.31018	0.391412	0.455238	0.28675	0.705597	0.0769088	2.92953	0.624234	0.124916	0.551644	0.923069	1.08868	0.680177	0.17558	0.24138	1.90614	3.47919	0.524632	1.09372	0.779894	0.836298	1.07432	0.111452	0.84671303	0.84671303	0	0	0	0.24	NA	NA	NA	NA	NA	6.39311	21.783	4.09942	0.299096926	2	7269	32.69139	0.211868331	NA	NA	NA	NA	NA	NA	NA	18.1847	1.45301	NA	NA	probable
IL13	18.52287875	0.0952659	0.0860985	0.030231	0.111328	0.0918523	0.0814862	0.0822489	0.0583287	0.100638	0.0896937	0.160725	0.171019	0.142257	0.147928	0.0587031	0.111471	0.11297	0.0762766	0.0505446	0.036324	0.0728755	0.018038	0.672384	0.0544371	0.132071	0.0586215	0.0405378	0.0696332	0.0220666	0.0536874	0.0702405	0.0200455	0	0.0227959	0	0.00571335	0.130388	0.0268774	0.0949517	0.130838	0.0957237	0.0697857	0.094498	0.0705461	0.0806514	0.0565774	0.0462542	0.047222	64.555	0.0335539	0.0817738	0.0584905	0	0	0	0	0	0	0.15	0	0.018797	0.2	0.00147578	0.004	5.55526	7.39317	NA	0.025714691	0	4847	16.36014	0.256986439	NA	NA	0.003083	NA	8.21988	2.70337	NA	11.7446	NA	NA	NA	probable
IL1RN	101.5228787	3.62908	3.33741	1.07395	1.60917	1.76373	0.665607	8.88572	0.1596	0.190992	0.169066	0.163392	0.287055	0.214465	0.204253	0.156405	0.164827	0.125853	0.13332	0.433975	0.195846	1.89893	0.562632	0.579286	1.53778	0.773941	0.712178	1.31524	0.954859	1638.91	1.03575	1.10217	0.751502	0.315801	0.580149	0.96797	38.6072	11.4504	2.71393	0.19779	1.02172	0.634171	0.592959	1.53482	130.797	124.036	4.88495	12.0644	6.37896	11.2807	2.09479	0.684114	322.498	85.3834	0.407347768	0.407347768	0	0	0	-0.69	0.269231	0.0176879	1	0.0112309	0.013	8.50082	NA	NA	0.340218949	1	26802	19.76062	0.145488262	1	NA	NA	NA	2.49622	NA	NA	NA	NA	156	1.20659	probable
IL6R	5876.39794	16.1114	15.1935	7.56139	6.07759	13.6233	17.4429	12.1619	2.73759	2.51381	3.07846	1.18455	1.64346	3.10317	2.75268	2.70913	3.03733	2.57078	2.48617	5.5952	4.46226	11.4124	4.54585	6.70894	14.3964	18.1552	25.7312	19.8602	25.3769	7.38618	27.0358	25.9063	5.85065	3.64374	8.26235	4.1569	38.0337	29.4549	5.4187	67.242	18.5856	16.1254	13.5651	11.6591	9.53729	11.0667	22.0268	23.9987	10.6037	6.17905	5.96684	23.286	11.0959	52.6906	0.415747574	0.415747574	0	0	0	-0.16	0	0.00595238	0	0	0.001	10.1138	5.99806	10.0477	0.047869037	0	64257	1450.71381	0.54232949	NA	NA	NA	NA	NA	5.34571	NA	5.85648	1.72882	NA	NA	probable
INPP5K	8.698970004	51.7137	41.653	19.3911	37.057	37.2881	37.522	34.9338	13.3733	17.6185	14.605	31.2607	33.1658	21.2871	20.6943	14.1481	17.0753	16.1149	13.7493	17.0368	14.1226	42.0403	20.9734	16.5079	39.6057	37.1679	32.612	25.4608	35.6376	23.1992	36.8234	33.0393	16.2205	15.5984	14.6121	17.3259	9.72721	51.3977	26.9963	26.6162	52.8647	33.6258	25.5252	35.3675	41.0062	46.375	29.9297	37.9631	23.7792	54.2686	62.3113	39.1001	32.3082	35.3861	0.384907461	0.384907461	0	0	0	-0.07	NA	NA	NA	NA	NA	7.91821	14.94335	4.20274	0.013388723	4	22317	74.79566	0.589421332	NA	NA	NA	NA	NA	3.08825	5.72062	5.09405	1.73916	37	1.51086	probable
INSIG1	8.698970004	56.2282	59.3126	27.5468	32.1255	29.9294	34.688	27.9899	24.297	27.8776	14.5859	59.5174	46.9621	27.3988	36.1221	27.4612	41.5531	12.5097	15.1792	74.7683	22.4766	44.7431	63.1351	155.983	27.3904	27.5873	26.4608	28.2492	21.6577	34.5619	18.8975	32.9117	14.4204	4.95687	20.2969	50.0382	259.05	65.1076	31.6418	5.8779	47.7386	28.1913	26.3219	26.9181	50.5403	41.5268	34.2679	19.3443	57.5632	42.8272	21.5827	27.5023	34.1076	19.6851	0	0	0	0	0	-0.14	NA	NA	NA	NA	NA	9.47521	39.2599	17.3622	0.124543666	1	12459	10.72887	0.671314299	1	NA	NA	NA	5.02402	7.91839	19.0619	13.4039	1.19673	237	4.90395	probable
INSR	58	21.8874	21.1623	28.0393	32.8726	23.6283	27.259	26.0871	5.95337	7.03209	6.3502	23.96	24.5099	9.33959	9.01872	7.06312	9.40167	6.50001	6.1204	13.4636	7.27984	24.1444	7.83435	16.1545	31.1576	32.8275	27.9365	22.1668	21.8732	5.77095	23.6085	43.6946	15.3804	17.1603	14.4537	15.9292	22.9703	14.6877	29.4394	17.5548	35.003	80.2142	29.4736	29.9977	18.1096	18.5494	19.7615	90.8835	16.567	12.5475	29.9475	48.8364	18.9393	1.44396	0.489498223	0.489498223	0	0	0	-2.14	0	0.0632832	0	0.0133779	0.022	9.59663	6.27908	10.3913	0.186547844	55	181779	141.47735	0.743839204	1	6.200085228	NA	NA	6.19477	NA	NA	6.17902	1.20388	206	1.56124	probable
INTS9	10.52287875	10.7284	9.68422	21.047	10.3268	9.79961	9.04403	14.8041	3.06968	3.34313	4.42641	7.41017	7.48867	4.8787	4.76569	3.19709	4.02096	4.3985	3.80837	4.7248	3.82126	10.6819	12.3163	25.1112	14.0269	14.7145	8.82634	8.21818	9.93375	10.6003	9.69653	12.1188	5.93652	4.96255	6.17177	8.91458	2.45659	12.4847	9.43461	5.85187	15.9819	11.714	16.166	11.4366	10.5611	11.4404	9.68904	16.8202	8.00072	20.2756	15.8277	16.0415	11.7629	4.2137	0	0	0	0	0	-0.82	NA	NA	NA	NA	NA	5.48646	5.6976	11.2867	2.00E-06	2	122581	44.57866	0.699809015	NA	NA	NA	NA	NA	2.78919	4.5496	10.8635	1.48602	4	2.85311	probable
IRF7	20.04575749	22.1188	27.9141	6.48496	16.6652	18.47	11.524	15.8134	5.82066	3.73068	5.3794	13.1276	13.7915	5.36395	4.08589	5.71473	7.4312	4.31996	5.25376	12.7063	7.63168	25.4934	6.87446	200.609	24.798	26.3669	15.1723	20.5686	16.2665	22.4595	15.4462	24.2745	10.1077	7.31189	18.644	27.0322	39.294	48.1069	23.0236	10.2573	24.7142	19.0434	24.9607	36.3505	22.1519	21.2707	35.5033	79.1779	17.171	8.87728	44.2617	19.851	23.087	84.7565	0	0	0	0	0	-0.27	1	0.0285088	1	0.0320883	0.033	7.888365	21.6164	6.12976	3.31E-07	2	3446	243.98856	0.566305161	NA	NA	NA	NA	NA	5.18971	3.20001	20.5335	NA	13	3.21571	probable
IRF8	388.154902	13.1704	12.8078	4.10381	3.67191	6.12881	1.48979	3.59481	1.24963	0.955279	1.33526	1.94347	1.14573	0.767525	0.887529	1.24701	1.47905	1.05203	0.88684	3.73176	2.74104	7.56744	0.0226171	136.023	1.70044	3.37832	2.54978	12.4334	2.16869	1.66327	2.16288	3.38122	1.24584	0.548674	2.59178	4.8147	5.49232	21.0474	2.9051	0.243652	6.40977	1.24645	1.56652	3.26555	2.04555	2.32027	40.7566	107.336	6.42957	3.04122	3.59482	1.87347	1.60918	18.0971	0	0	0	0	0	-0.18	1	0.0272556	1	0.075008	0.069	10.6383	15.3237	12.2907	0.926540238	2	23806	43.86054	0.850708902	NA	NA	NA	NA	12.3357	NA	NA	15.5483	1.71484	NA	NA	probable
IRS1	17	10.6155	8.64889	10.671	9.7636	5.96202	11.35	23.8925	1.07746	2.06085	1.15249	8.34855	7.72208	2.61601	3.19086	1.1561	1.8971	1.48014	0.826538	0.940001	1.24898	14.6596	50.3412	1.08939	18.7716	43.1597	19.3035	8.38177	9.91623	4.56968	12.9147	41.6241	4.10335	3.59566	2.49879	4.69839	7.60429	10.586	4.79073	5.75753	9.98063	42.2879	2.77912	15.3525	9.06415	8.69759	7.76326	2.83415	6.86205	1.1317	37.3614	31.3307	13.9985	0.148125	0	0	0	0	0	-1.3	NA	NA	NA	NA	NA	9.67634	11.5264	8.62025	0.218507352	2	68442	759.0118	0.764716923	1	14.05034156	NA	NA	11.2037	NA	NA	13.2295	1.20748	77	1.14147	probable
IRS2	47.04575749	34.5761	25.7146	24.9679	37.4282	27.0512	29.7543	15.4108	11.2399	18.1362	10.8781	27.947	26.1875	20.4698	23.8048	13.8374	16.7204	15.0114	8.29545	14.5357	11.2128	37.548	54.9307	0.463576	25.6035	27.3288	22.898	11.6495	24.708	6.36618	27.4514	20.7015	12.0884	5.36775	3.30873	4.73065	14.8659	24.117	17.9749	16.635	32.607	42.9675	40.47	24.5358	25.479	28.4667	9.9539	10.8423	10.0969	8.06532	13.4145	29.3279	17.4451	8.0172	0	0	0	0	0	NA	NA	NA	NA	NA	NA	5.38042	9.17383	9.51739	NA	NA	32731	971.5298	NA	NA	10.0623416	NA	NA	12.738	2.08142	4.34702	9.67559	1.96746	125	2.22047	probable
ITCH	97	26.4889	20.0938	15.667	26.2157	25.1795	29.6331	24.62	8.62143	8.94639	9.95679	20.1994	16.8976	10.56	13.1626	10.8457	10.8648	9.33984	9.04695	25.6166	12.2903	22.2196	33.1354	25.7949	30.2426	28.5481	23.1964	18.137	20.9925	31.4895	21.3379	24.0434	10.9429	7.26801	8.88238	12.0166	15.6259	27.3737	21.2449	13.1559	37.674	27.0585	16.0392	21.2081	21.1406	24.0941	18.6427	19.3996	13.9097	41.6771	23.9753	28.6355	29.3765	14.3281	0	0	0	0	0	-1.09	NA	NA	NA	NA	NA	6.44875	30.3496	9.12129	0.999990177	17	148157	40.17092	0.707033932	NA	4.21758896	NA	0.939979739	NA	5.6034	7.68456	27.6507	1.98407	315	2.3361	probable
ITGA2	5.22184875	1.85298	1.72786	13.4481	2.33055	3.04387	2.56369	3.96817	1.08306	0.793629	1.36037	1.35673	1.50529	1.24202	1.12835	2.28208	1.90011	0.785141	1.17797	6.76795	3.07978	4.56424	10.4675	0.107623	3.29157	4.76319	2.47511	4.55802	3.53847	18.8151	4.31798	4.1825	1.06221	0.39206	6.50509	9.42805	0.26995	22.3118	18.2144	0.275701	7.34416	1.65574	2.28056	7.95732	14.3914	15.1771	5.753	5.7261	2.20623	0.584	3.03503	2.99781	15.0842	0.0491892	0	0	0	0	0	-0.24	0.666667	0.0461835	1	0.00303402	0.01	6.84142	8.97645	7.55327	9.23E-09	9	105453	1299.77706	0.463452131	1	NA	NA	NA	NA	4.45876	7.35322	8.61896	1.32834	255	1.70961	probable
JUND	17.30103	276.359	424.344	169.823	436.556	305.479	446.459	247.74	166.771	194.625	153.546	323.158	273.137	178.205	214.825	155.604	208.711	142.214	146.604	216.533	109.984	356.779	101.337	100.976	298.879	347.521	254.365	205.824	237.408	120.728	192.956	452.305	150.772	78.0408	131.998	174.253	107.097	396.212	151.104	50.8473	358.442	761.448	430.38	271.456	360.532	267.796	230.129	164.292	191.883	200.918	257.176	429.891	252.854	172.569	0	0	0	0	0	NA	NA	NA	NA	NA	NA	10.1672	15.634	17.7191	0.560887374	NA	1869	36.56701	0.599986732	NA	5.564541739	NA	NA	NA	10.53081	10.1589	27.7466	5.70858	24	7.53168	probable
KDM5B	NA	11.3263	10.0443	7.92222	11.4234	10.1931	11.1925	13.99	3.15592	4.6498	4.2292	13.747	12.5161	5.92458	5.8401	3.31449	3.58474	5.40419	3.27317	3.47861	2.41326	12.558	24.8881	8.69977	20.5276	22.1675	12.7142	11.0011	10.5328	21.0666	10.5145	15.9723	3.75398	2.03296	3.68999	7.01714	2.33803	13.7741	13.5776	2.37421	13.2773	19.0138	9.40996	14.9432	27.3355	28.4606	9.69212	8.89966	8.34847	105.665	13.3856	19.7092	21.0221	7.07641	0	0	0	0	0	-1.72	NA	NA	NA	NA	NA	7.21197	17.1393	4.79882	5.09E-05	3	82072	245.24685	0.64767915	NA	NA	NA	0.592056144	4.19234	3.81808	4.45493	13.7707	1.2814	322	2.35074	probable
KIAA1549	17.39794001	0.886527	0.95594	2.2658	0.634449	0.456374	0.30948	1.95306	1.80694	2.91041	1.97322	0.614602	1.16399	4.89819	4.95829	2.03114	2.43874	2.28871	1.39306	1.16535	1.28584	1.50492	2.01439	0.295547	2.92879	3.24188	1.4407	1.04709	1.30546	0.492296	1.47393	2.37481	0.458195	0.596271	2.6779	1.6246	0.277364	2.92631	3.48933	0.329372	1.92894	2.23054	3.649	2.9167	1.01939	1.28912	1.20418	0.523953	1.65932	2.27275	1.63879	3.88114	1.21527	0.0127031	0.368041927	0.368041927	0	0	0	1.66	NA	NA	NA	NA	NA	8.80765	7.73941	23.6919	0.99864579	1	149938	8982.64039	0.27013588	NA	NA	NA	NA	9.47549	2.63023	5.33312	11.4785	2.2118	441	1.31327	probable
