Gene	REVEL.max	MetaSVM_rankscore.max	MetaLR_rankscore.max	MCAP.max	wgEncodeBroadHmmHuvecHMM.count	betamax	logpval_gwascatalog	Adipose_Subcutaneous_GTExFC	Adipose_Visceral_Omentum_GTExFC	Adrenal_Gland_GTExFC	Artery_Aorta_GTExFC	Artery_Coronary_GTExFC	Artery_Tibial_GTExFC	Brain_Amygdala_GTExFC	Brain_Anterior_cingulate_cortex_BA24_GTExFC	Brain_Caudate_basal_ganglia_GTExFC	Brain_Cerebellar_Hemisphere_GTExFC	Brain_Cerebellum_GTExFC	Brain_Cortex_GTExFC	Brain_Frontal_Cortex_BA9_GTExFC	Brain_Hippocampus_GTExFC	Brain_Hypothalamus_GTExFC	Brain_Nucleus_accumbens_basal_ganglia_GTExFC	Brain_Putamen_basal_ganglia_GTExFC	`Brain_Spinal_cord_cervical_c-1`_GTExFC	Brain_Substantia_nigra_GTExFC	Breast_Mammary_Tissue_GTExFC	Cells_Cultured_fibroblasts_GTExFC	`Cells_EBV-transformed_lymphocytes`_GTExFC	Colon_Sigmoid_GTExFC	Colon_Transverse_GTExFC	Esophagus_Gastroesophageal_Junction_GTExFC	Esophagus_Mucosa_GTExFC	Esophagus_Muscularis_GTExFC	Heart_Atrial_Appendage_GTExFC	Heart_Left_Ventricle_GTExFC	Kidney_Cortex_GTExFC	Liver_GTExFC	Lung_GTExFC	Minor_Salivary_Gland_GTExFC	Muscle_Skeletal_GTExFC	Nerve_Tibial_GTExFC	Ovary_GTExFC	Pancreas_GTExFC	Pituitary_GTExFC	Prostate_GTExFC	Skin_Not_Sun_Exposed_Suprapubic_GTExFC	Skin_Sun_Exposed_Lower_leg_GTExFC	Small_Intestine_Terminal_Ileum_GTExFC	Spleen_GTExFC	Stomach_GTExFC	Testis_GTExFC	Thyroid_GTExFC	Uterus_GTExFC	Vagina_GTExFC	Whole_Blood_GTExFC	DeepSEA_Functional_Significance	ExomiserScore	humanscore_Exomiser	mousescore_Exomiser	fishscore_Exomiser	ppiscore_Exomiser	BPmed	SideeffectFreq	Sideeffectseverity	Others	Mechanism	RVIS_Score	Rank	humancellsensitivity	humancellspecificity	mousecellsensitivity	mousecellspecificity	ui_panglaoDB	SDI	SignalValue_H3k4me1_median	SignalValue_H3k4me3_median	SignalValue_H3k27Ac_median	pLI_ExAC	CNVs_ExAC	Gene_length	MGI_Gene	Ratmodel_Gene	GDI_Score	GTEx_signif_sexbias	HIPred	IPA_BP	IPA_Activity	O_GlcNAc_Score	EMS_Max	PharmGKB_Score	ExAc_constraint_obs_exp	SIFT	PolyPhen	LoFtool	CADD_raw	DANN_score	Eigen-raw_coding	GERP++_NR	GERP++_RS	GenoCanyon_score	M-CAP_score	MetaLR_score	MetaSVM_score	MutationAssessor_score	DEOGEN2_score	PROVEAN_score	MutPred_score	REVEL_score	FATHMM_score	fathmm-MKL_coding_score	integrated_fitCons_score	GERP_Rankscore	PMIDB_Metabolite_interactor	interaction	SignalValue_H3k27me3_median	SignalValue_H3k9ac_median	SignalValue_H3k9me1_median	H4k20me1_count	SignalValue_H4k20me1_median	BPlabel
NOX4	NA	NA	NA	NA	17	-0.4671	37.397940008672	0.449491	0.59532	1.27844	-0.957595	1.44078	-0.176969	2.582343	1.018405	-1.927721	NA	NA	0.427018	-0.515386	0.972362	-0.556554	0.655277	-0.784144	0.763853	0.758282	-0.561835	-0.964419	NA	1.317968	-0.329568	-3.632045	-0.354772	0.96867	-2.242233	0.860982	0.497679	NA	0.569382	-6.643856	0.768913	0.836103	1.246044	-1.954996	1.041173	0.435483	-0.760359	-6.643856	-2.842772	-0.686253	-1.215415	0.406413	-0.713781	0.663781	-6.643856	NA	0.04848	0.543648904	0	0.543648904	0	0.505141384	NA	NA	NA	NA	NA	0.11	NA	0	0	0.314286	0.00297465	0.003	10.79073801	8.34296	10.1094	7.62345	8.15748090375783e-07	13	265255	NA	NA	5273.56078	1	0.593016148	1	0	NA	NA	NA	NA	0.18	0.973	0.0754	3.422617	0.99021288601508	0.174142053512452	5.16	5.16	0.999999995415935	0.239071	0.7302	0.4548	1.46	0.239014	-1.9	0.78	0.793	-2.7	0.97825	0.732398	NA	NA	NA	NA	9.98409	1.6914	73	1.56493	possible
NPIPB11	NA	NA	NA	NA	52	0.3503	6	0.362973	0.368751	-1.476941	-0.590091	-1.589057	-1.742136	0.747881	2.166558	1.862405	-0.748852	-1.143965	-1.551028	-0.833684	-6.643856	-2.906775	-2.203914	-2.390968	1.276043	-6.643856	0.84224	0.430798	-0.861044	-0.588515	1.168516	0.492472	1.254556	-0.192077	1.130774	1.361248	2.134675	0.799382	1.602404	1.178362	-0.321085	-0.338257	1.037106	-0.449024	-0.434672	-1.21955	0.35045	1.022775	-0.66208	0.603226	-1.867551	-0.41726	0.463073	0.645265	2.092311	-0.538958	0.21605	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.99992573	NA	NA	NA	NA	NA	22675	NA	NA	203.86765	NA	NA	0	0	NA	0.0010418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
NPNT	0.058	0.399	0	NA	49	0.6017	180.397940008672	-0.452064	-0.306295	-0.550589	-0.283222	0.493502	-0.359589	0.719193	-0.311825	-1.181898	0.594974	1.000918	0.501038	0.39097	-6.643856	2.874723	0.949638	-6.643856	1.250039	-0.960397	0.638513	0.676725	4.013197	1.39967	-0.251768	-0.900162	-0.248157	-0.679713	-0.404626	0.421031	1.125371	-1.30759	-0.466963	-2.197592	-0.308848	-0.311955	-1.009247	-0.1587	-0.186739	-2.357599	-0.189028	-0.283047	0.89907	0.790964	0.709526	0.245385	-0.42025	2.002894	-1.26711	-0.445728	NA	0	0	0	0	0	NA	NA	NA	NA	NA	1.8	NA	0	0.00908521	0.857143	0.0192308	0.017	5.89036917	11.7637	9.00199	19.73	7.28477742725992e-06	3	109252	NA	NA	3116.98407	1	0.267443687	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8648	NA	NA	3.76063	11.8771	1.18881	NA	NA	possible
NPPA	NA	NA	NA	NA	1	NA	51.397940008672	1.512135	1.976114	-1.34997	-1.029031	-6.643856	1.583714	-0.742193	2.088431	1.839546	1.854744	-6.643856	-6.643856	-1.269725	-5.62795	-6.643856	1.835287	3.999174	2.500576	-6.643856	-3.829076	2.560989	-6.643856	1.533799	1.367762	1.207785	2.688571	2.587379	0.30759	2.204469	-1.700088	-2.008302	-0.492173	-1.179813	1.608437	-0.370679	1.076835	-2.656842	0.942052	0.863291	-3.054647	-0.500112	-1.084478	-0.909725	-6.496637	-0.63349	0.55272	-1.889873	1.241188	0.593006	0.007139	0.89609491	0	0.89609491	0	0.606393941	3	NA	NA	NA	NA	0.86	12	0	0	0.0833333	0.000321007	0	6.90823393	5.91911	NA	3.12147	0.0169316348826086	1	2636	NA	NA	1308.42229	1	0.244530007	1	0	NA	3.9627	2	NA	0	0.991	0.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.88685	NA	NA	22	1.87881	most likely
NPPB	NA	NA	NA	NA	1	NA	102.301029995664	0.737171	1.777262	-1.287413	-4.93174	1.052476	0.896828	3.536242	-6.643856	-0.910585	-1.243633	-6.643856	2.362735	4.444428	1.652688	3.605036	-6.643856	-1.162695	-1.114734	1.78086	-6.643856	0.945966	1.171073	0.605697	2.419007	-6.643856	-0.527606	-6.643856	0.516682	1.556717	1.593066	3.946935	0.72146	-1.155439	2.209618	-6.643856	2.224872	3.069203	1.589317	-1.071107	-2.739802	1.778627	4.119858	2.103853	1.205525	0.862352	0.552234	-0.969498	-6.643856	-3.068036	NA	0.540693175	0	0	0	0.540693175	3	NA	NA	NA	NA	0.53	51	0	0.0018797	0.35	0.00243965	0.003	2.83811816	NA	NA	NA	0.00038006045771278	1	1467	NA	NA	41.12591	1	0.181705475	1	2	NA	NA	NA	NA	0.56	0.048	0.7	-0.946159	0.218862269699016	-1.71570731698883	3.85	-7.69	0.99996036937004	0.003083	0.0226	-0.9797	0.69	0.073191	0.25	0.423	0.008	2.03	0.00653	0.764865	NA	NA	NA	5.88685	NA	NA	30	1.87881	most likely
NPR1	NA	NA	NA	NA	45	0.2257	22	-0.131493	0.612664	-0.305886	-0.443025	-4.146116	-0.247852	0.918965	0.626286	0.620439	0.88978	0.664435	0.414498	-3.297636	0.585607	0.356448	-3.136595	1.192055	0.750951	-6.098299	0.488045	-0.829633	1.91525	0.304945	0.198776	0.223183	-0.612761	0.157201	0.295503	-0.708444	0.390465	-1.777423	-1.081741	-0.974906	-0.482823	-0.207844	-1.446152	-0.325018	-0.831173	1.289856	0.364147	0.115526	-1.143909	0.339118	0.219077	-0.965333	-0.152609	-6.643856	0.642076	1.184712	NA	0.932800606	0	0.932800606	0	0.505127081	3	NA	NA	NA	NA	-0.24	NA	0.181818	0.00188088	0.75	0.0112417	0.009	3.98295932	9.21449	8.05223	15.0728	0.000172508543840191	17	15355	NA	NA	1510.90255	1	0.711480618	1	0	NA	NA	NA	NA	0.04	0.268	0.186	3.123479	0.98797724994866	-0.0808414452154452	4.43	4.43	0.99997666705342	0.031364	0.0981	-1.0158	0.98	0.506159	-1.6	0.701	0.197	0.09	0.943	0.706548	NA	NA	NA	5.03976	6.03359	NA	8	1.60261	most likely
NPR3	0.055	0.108	0	NA	39	0.5137	57.698970004336	0.449951	-0.950706	0.901783	-0.273702	-3.043321	0.56766	1.739926	0.731934	0.580967	NA	NA	-0.808762	0.752273	-6.643856	-3.188409	-2.199485	-2.309278	-6.643856	NA	0.539048	1.176885	NA	0.905917	1.766588	1.014271	0.245958	-0.605222	1.100443	-0.396395	-1.025335	1.699459	0.677293	0.784692	-0.66515	0.963532	1.046218	0.549266	-0.969004	1.336717	-1.173395	-0.39989	1.34619	-1.17258	-0.437907	0.625101	-0.193931	-6.643856	-6.643856	0.49216	0.036612	0.853179975	0	0.853179975	0	0.505209565	3	NA	NA	NA	NA	0	238	0	0.00662461	0.722222	0.00398278	0.005	3.99033126	5.14932	21.5462	NA	0.00309926266837596	3	102643	NA	NA	1772.52944	1	0.622939706	1	0	NA	NA	NA	NA	0.1	0.408	0.534	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	3.36876	12.9387	NA	NA	NA	most likely
NQO1	NA	NA	NA	NA	305	-0.3613	19.5228787452803	-1.052685	-1.493656	0.984874	-1.904158	1.318722	-1.102087	-1.189184	0.307503	-0.354878	-0.594033	-0.755289	-0.277353	-0.330841	2.087151	0.456441	-0.459971	-0.307838	0.685037	0.544708	-1.846926	-0.82803	-0.477765	-2.26272	1.469183	-1.407223	-1.481759	-1.526481	-1.379384	-2.21459	-6.643856	-1.982579	-1.12814	-2.080767	1.623852	-0.894687	-1.990382	0.567699	0.483902	1.279495	-1.728548	0.913842	-1.885295	-1.810023	-0.651242	0.923181	-1.552028	-1.200188	-6.643856	-0.420309	0.054536	0.500741715	0	0	0	0.500741715	2	5	2	NA	NA	0.55	NA	1	0.0748747	0.3	0.00802465	0.024	3.8377306	9.18741	24.1402	20.8079	4.52404699215664e-11	14	19955	NA	NA	3330.11414	1	0.575230479	0	0	NA	NA	3	NA	NA	NA	0.989	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48984	FALSE	NA	NA	16.4104	2.11349	39	1.92165	probable
NRG1	0.134	0.09	0.001	NA	257	-0.4635	33.698970004336	-0.957255	-0.878623	-0.687936	1.693991	-2.849754	1.734509	-1.019107	-0.317685	0.940848	-0.293837	0.333993	0.863147	-0.260417	-1.251782	0.362507	-6.643856	1.079551	0.616954	-1.399173	-0.678582	-0.665283	NA	0.662445	-2.148263	0.396207	-0.620387	-3.358463	1.041341	NA	-0.805045	1.609149	0.4261	-1.292754	NA	0.789501	0.91665	-0.410448	1.079734	0.385956	0.226286	0.277393	1.800017	-0.643353	2.293634	0.263466	1.381684	-6.643856	0.977476	1.454969	0.003782	0.545722407	0	0.545722407	0	0.501233222	2	5	3	NA	NA	1.07	NA	0	0.0128446	0.433333	0.0118933	0.012	10.93726445	2.34247	8.0957	8.67331	0.947798761974756	1	1125646	NA	NA	7029.68062	1	0.653915465	0	0	NA	NA	1.625	NA	0.23	0.996	0.325	2.712082	0.990018907600176	0.0887783659563018	5.03	5.03	0.999986087672786	0.120052	0.4815	-0.4608	0.695	0.473552	-1.34	0.256	0.13	1.07	0.98814	0.706548	0.67015	NA	NA	2.50816	11.1685	1.33617	2128	1.16721	probable
NRIP1	0.041	0.432	0.017	NA	74	-0.1726	8.30102999566398	0.429798	-0.25189	0.812022	0.058115	0.547257	0.127936	0.754134	0.184816	0.376891	-0.140319	-0.16504	-0.608247	0.186033	-0.855578	0.421318	0.844544	-0.317365	0.244055	-0.763526	-0.374156	-0.364721	-0.955772	0.467093	0.10959	0.448561	0.257475	0.085775	0.565851	0.504173	0.474468	0.20556	-0.308622	0.234836	0.265588	-0.061723	0.545297	0.177335	-6.643856	-0.357275	-0.146787	0.282021	0.52901	0.125274	0.391721	-0.08575	-0.055157	-2.010084	-1.072922	0.140507	0.0019922	0.503740015	0	0	0	0.503740015	2	2	3	NA	NA	1.39	NA	NA	NA	NA	NA	NA	4.62651381	8.99251	12.1614	9.19938	0.991172158226933	0	103765	NA	NA	1330.90849	1	0.762403488	0	0	6.54061907879382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.67935	44.4086	2.54256	285	3.33047	probable
NT5C2	0.075	0.183	0.001	NA	80	-0.3719	56.397940008672	0.193878	0.276437	0.754918	-0.105289	-0.102677	-0.122328	0.093285	-0.481314	-0.122325	-0.170435	-0.154496	-0.218985	0.352861	0.220585	0.237405	0.134928	-0.151769	0.362767	-0.332291	0.215041	0.080145	0.275131	-0.089669	0.067781	0.349483	-0.204893	0.149444	-0.098805	-0.374039	0.210455	-1.115169	0.061222	-0.162746	0.13226	-0.104149	0.083028	-0.181917	-0.138003	0.135841	0.090736	-0.242165	-0.122587	-0.175679	0.12705	0.236134	0.079668	0.983705	-0.271024	0.226967	0.007314	0.50484792	0	0	0	0.50484792	2	5	2	NA	NA	-0.2	NA	NA	NA	NA	NA	NA	0	6.06612	29.0863	6.85379	0.0521978626707803	0	107116	NA	NA	602.61593	1	0.638582647	0	0	NA	NA	2.25	NA	NA	NA	0.657	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	16.4506	1.70063	311	1.93733	probable
NUCB2	0.072	0.357	0	NA	650	-0.2948	27.397940008672	-0.128121	-0.19801	-0.177771	-0.14517	-0.221173	-0.135689	-0.202575	0.679538	-0.111156	-0.137365	-0.153487	-0.182653	-0.141128	0.23034	-0.567546	-0.133136	0.346204	-0.186566	-0.62933	0.328431	-0.251784	-0.761098	-0.908542	-0.225933	0.191853	-0.284692	-0.419369	-0.086634	-0.102676	-1.547513	-0.656781	-0.178976	-0.696781	0.169932	-0.126892	0.329114	-0.255473	-0.149455	-2.929159	-0.386835	-0.221605	-0.294448	-0.349309	0.180952	0.261585	-0.181539	1.038294	1.27301	-0.286571	0.0038953	0.500123414	0	0.431381082	0	0.500123414	NA	NA	NA	NA	NA	-0.29	124	0.0526316	0.244879	0.642857	0.0236626	0.066	7.6323214	9.74534	21.2317	9.40938	8.58987882667095e-08	NA	141821	NA	NA	4347.97507	1	0.229989916	1	0	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.32617	TRUE	NA	2.24457	21.0581	1.29084	27	2.19519	probable
OCLM	NA	NA	NA	NA	71	-0.3434	NA	0.695025	0.66238	0.799249	-0.921598	-1.966932	0.460316	3.105857	2.591148	-6.643856	-6.643856	-2.213068	0.610929	2.092867	-6.643856	2.507319	-6.643856	-3.177679	1.280613	-6.643856	0.697258	-0.251705	-0.615984	0.856752	-1.340289	0.591076	0.236922	0.532254	0.573407	-0.743602	-0.563047	1.553585	-0.174096	-0.309406	-0.365757	-0.20721	1.271227	0.810654	0.395168	0.888654	-0.306043	0.759605	0.197492	0.876522	-1.03106	-0.172195	0.456652	-0.841057	-0.518217	-1.841201	NA	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.27181	NA	8.36617	0.0173290392628945	9	883	NA	NA	8.43166	NA	0.146139458	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.04425	1.23203	NA	NA	least likely
OPRM1	0.104	0.34	0.363	NA	19	0.2505	11.5228787452803	NA	NA	NA	NA	NA	NA	NA	-1.263687	NA	0.428929	0.575337	0.62231	1.975853	NA	2.437465	-0.428619	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.273767	NA	NA	NA	NA	0.010686	0.501552011	0	0	0	0.501552011	2	5	3	NA	NA	1.91	NA	0	0.00281955	0	0	0	14.75014718	4.52197	10.5493	NA	4.20778097354752e-05	5	236370	NA	NA	2304.1461	NA	0.45271197	1	0	NA	NA	-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.96935	NA	NA	1.93905	13.2435	NA	NA	NA	probable
OR10G9	NA	NA	NA	NA	998	-0.5045	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.500000187	0	0	0	0.500000187	NA	NA	NA	NA	NA	3.69	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0.00713845173418904	4	935	NA	NA	1919.79326	NA	0.111908376	0	0	NA	NA	NA	NA	NA	NA	0.563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.48344	NA	NA	NA	NA	least likely
OR10J1	NA	NA	NA	NA	19	-0.2854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.298345	NA	NA	NA	NA	NA	0.500000187	0	0	0	0.500000187	NA	NA	NA	NA	NA	1.13	NA	NA	NA	NA	NA	NA	1.74820254	7.38045	NA	NA	1.59229720392064e-08	2	1088	NA	NA	1835.21965	NA	0.170125708	0	0	NA	NA	NA	NA	NA	NA	0.772	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
OR10R2	NA	NA	NA	NA	110	-0.4135	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.500000187	0	0	0	0.500000187	NA	NA	NA	NA	NA	1.84	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0.0443756510558884	3	1007	NA	NA	10099.65241	NA	0.146139458	0	0	NA	NA	NA	NA	0.17	0.796	0.516	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
OR1D5	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0.712159402893277	6	938	NA	NA	2713.21922	NA	0.25535503	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
OR2AJ1	NA	NA	NA	NA	95	0.3936	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.643856	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0.0152833137797469	NA	986	NA	NA	118.03568	NA	0.123297259	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
OR2L2	NA	NA	NA	NA	19	-0.1345	NA	NA	NA	NA	NA	NA	NA	1.34181	-1.255153	-1.435877	1.536663	1.869913	1.237485	-1.131168	-1.446545	-3.882985	0.936742	-1.618445	-1.17601	-1.346901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.645387	NA	NA	NA	NA	0.891187	NA	1.757778	NA	NA	NA	NA	NA	0.500000187	0	0	0	0.500000187	NA	NA	NA	NA	NA	1.02	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0.00186774816903584	NA	1133	NA	NA	650.65007	NA	0.111908376	0	0	NA	NA	NA	NA	0.02	0.877	0.809	1.513553	0.978460421855523	-0.313034946520994	2.09	0.638	1.48751745601193	8.82	0.1766	-0.9507	2.17	0.134298	-3	0.791	0.092	6.08	0.02879	0.487112	NA	NA	NA	NA	NA	NA	NA	NA	least likely
OR2L3	NA	NA	NA	NA	178	0.5922	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.245331	2.479967	NA	-1.415524	NA	-1.356352	NA	NA	-1.197517	-1.796984	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.820064	NA	NA	NA	NA	1.017748	NA	1.50076	NA	NA	NA	NA	NA	0.500000187	0	0	0	0.500000187	NA	NA	NA	NA	NA	1.13	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	6.39176609224206e-05	NA	938	NA	NA	2290.45899	NA	0.111908376	0	0	NA	NA	NA	NA	0.02	0.003	0.852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
OR4K13	NA	NA	NA	NA	46	0.3589	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.049373	0.500000187	0	0	0	0.500000187	NA	NA	NA	NA	NA	0.37	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	6.75517891131211e-05	6	916	NA	NA	239.02977	NA	0.146139458	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	least likely
OR52N4	NA	NA	NA	NA	53	0.3499	NA	1.115026	1.586362	1.580361	1.346238	-0.652785	1.390029	1.492625	3.027852	1.71889	NA	NA	1.528439	-0.75785	-6.643856	-6.643856	1.481971	-0.862707	2.179395	-6.643856	1.34553	1.96449	1.178754	1.71513	1.406436	1.488457	1.305583	1.256067	1.802455	1.59091	-6.643856	-1.246783	1.560966	2.095918	1.410839	1.197364	1.837997	NA	1.911544	1.654691	1.500954	1.172628	2.977778	1.719295	1.963201	1.005624	1.681658	1.516012	1.108476	0.986487	NA	0.500142308	0	0	0	0.500142308	NA	NA	NA	NA	NA	1.73	NA	NA	NA	NA	NA	NA	1.98266541	NA	NA	NA	3.29464855948091e-05	NA	1036	NA	NA	2179.08089	1	0.146139458	0	0	NA	NA	NA	NA	0.53	0.608	NA	1.524642	0.978222602327283	-0.415713732477622	5.93	5.93	1.97569551520765	0.005505	0.0407	-0.8786	1.785	4.68	-0.27	0.389	0.128	5.45	0.30373	0.553676	NA	NA	NA	6.81779	NA	1.19195	NA	NA	least likely
OR5K3	NA	NA	NA	NA	272	-0.3774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.500000187	0	0	0	0.500000187	NA	NA	NA	NA	NA	1.89	NA	NA	NA	NA	NA	NA	1.98266541	NA	NA	NA	0.00192053079542076	12	965	NA	NA	4882.5213	NA	0.111908376	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.23695	NA	NA	NA	NA	least likely
OR5K4	NA	NA	NA	NA	187	-0.3416	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.178349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.500000187	0	0	0	0.500000187	NA	NA	NA	NA	NA	1.48	NA	NA	NA	NA	NA	NA	1.98266541	NA	NA	NA	9.27165287016062e-07	12	965	NA	NA	4489.11023	NA	0.111908376	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.9212	NA	NA	NA	NA	least likely
OR6Y1	NA	NA	NA	NA	92	-0.4847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.500000187	0	0	0	0.500000187	NA	NA	NA	NA	NA	1.49	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0.0179818972231652	3	977	NA	NA	2006.35393	NA	0.144167379	0	0	NA	NA	NA	NA	NA	NA	0.712	8.332209	0.996372558524027	0.765050415895628	5.34	4.41	0.00309665047774031	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.96687	0.487112	NA	NA	NA	NA	NA	NA	NA	NA	least likely
