Gene	REVEL.max	MetaSVM_rankscore.max	MetaLR_rankscore.max	MCAP.max	wgEncodeBroadHmmHuvecHMM.count	betamax	logpval_gwascatalog	Adipose - Subcutaneous_GTExTPM	Adipose - Visceral (Omentum)_GTExTPM	Adrenal Gland_GTExTPM	Artery - Aorta_GTExTPM	Artery - Coronary_GTExTPM	Artery - Tibial_GTExTPM	Bladder_GTExTPM	Brain - Amygdala_GTExTPM	Brain - Anterior cingulate cortex (BA24)_GTExTPM	Brain - Caudate (basal ganglia)_GTExTPM	Brain - Cerebellar Hemisphere_GTExTPM	Brain - Cerebellum_GTExTPM	Brain - Cortex_GTExTPM	Brain - Frontal Cortex (BA9)_GTExTPM	Brain - Hippocampus_GTExTPM	Brain - Hypothalamus_GTExTPM	Brain - Nucleus accumbens (basal ganglia)_GTExTPM	Brain - Putamen (basal ganglia)_GTExTPM	Brain - Spinal cord (cervical c-1)_GTExTPM	Brain - Substantia nigra_GTExTPM	Breast - Mammary Tissue_GTExTPM	Cells - Cultured fibroblasts_GTExTPM	Cells - EBV-transformed lymphocytes_GTExTPM	Cervix - Ectocervix_GTExTPM	Cervix - Endocervix_GTExTPM	Colon - Sigmoid_GTExTPM	Colon - Transverse_GTExTPM	Esophagus - Gastroesophageal Junction_GTExTPM	Esophagus - Mucosa_GTExTPM	Esophagus - Muscularis_GTExTPM	Fallopian Tube_GTExTPM	Heart - Atrial Appendage_GTExTPM	Heart - Left Ventricle_GTExTPM	Kidney - Cortex_GTExTPM	Kidney - Medulla_GTExTPM	Liver_GTExTPM	Lung_GTExTPM	Minor Salivary Gland_GTExTPM	Muscle - Skeletal_GTExTPM	Nerve - Tibial_GTExTPM	Ovary_GTExTPM	Pancreas_GTExTPM	Pituitary_GTExTPM	Prostate_GTExTPM	Skin - Not Sun Exposed (Suprapubic)_GTExTPM	Skin - Sun Exposed (Lower leg)_GTExTPM	Small Intestine - Terminal Ileum_GTExTPM	Spleen_GTExTPM	Stomach_GTExTPM	Testis_GTExTPM	Thyroid_GTExTPM	Uterus_GTExTPM	Vagina_GTExTPM	Whole Blood_GTExTPM	Adipose_Subcutaneous_GTExFC	Adipose_Visceral_Omentum_GTExFC	Adrenal_Gland_GTExFC	Artery_Aorta_GTExFC	Artery_Coronary_GTExFC	Artery_Tibial_GTExFC	Brain_Amygdala_GTExFC	Brain_Anterior_cingulate_cortex_BA24_GTExFC	Brain_Caudate_basal_ganglia_GTExFC	Brain_Cerebellar_Hemisphere_GTExFC	Brain_Cerebellum_GTExFC	Brain_Cortex_GTExFC	Brain_Frontal_Cortex_BA9_GTExFC	Brain_Hippocampus_GTExFC	Brain_Hypothalamus_GTExFC	Brain_Nucleus_accumbens_basal_ganglia_GTExFC	Brain_Putamen_basal_ganglia_GTExFC	`Brain_Spinal_cord_cervical_c-1`_GTExFC	Brain_Substantia_nigra_GTExFC	Breast_Mammary_Tissue_GTExFC	Cells_Cultured_fibroblasts_GTExFC	`Cells_EBV-transformed_lymphocytes`_GTExFC	Colon_Sigmoid_GTExFC	Colon_Transverse_GTExFC	Esophagus_Gastroesophageal_Junction_GTExFC	Esophagus_Mucosa_GTExFC	Esophagus_Muscularis_GTExFC	Heart_Atrial_Appendage_GTExFC	Heart_Left_Ventricle_GTExFC	Kidney_Cortex_GTExFC	Liver_GTExFC	Lung_GTExFC	Minor_Salivary_Gland_GTExFC	Muscle_Skeletal_GTExFC	Nerve_Tibial_GTExFC	Ovary_GTExFC	Pancreas_GTExFC	Pituitary_GTExFC	Prostate_GTExFC	Skin_Not_Sun_Exposed_Suprapubic_GTExFC	Skin_Sun_Exposed_Lower_leg_GTExFC	Small_Intestine_Terminal_Ileum_GTExFC	Spleen_GTExFC	Stomach_GTExFC	Testis_GTExFC	Thyroid_GTExFC	Uterus_GTExFC	Vagina_GTExFC	Whole_Blood_GTExFC	DeepSEA_Functional_Significance	ExomiserScore	humanscore_Exomiser	mousescore_Exomiser	fishscore_Exomiser	ppiscore_Exomiser	BPmed	SideeffectFreq	Sideeffectseverity	Others	Mechanism	RVIS_Score	Rank	humancellsensitivity	humancellspecificity	mousecellsensitivity	mousecellspecificity	ui_panglaoDB	CpGcount	DNaseCluster_count	EnhancerCount	SDI	H3k4me1_count	SignalValue_H3k4me1_median	H3k4me3_count	SignalValue_H3k4me3_median	H3k27Ac_count	SignalValue_H3k27Ac_median	pLI_ExAC	CNVs_ExAC	Gene_length	MGI_Gene	Ratmodel_Gene	GDI_Score	GTEx_signif_sexbias	HIPred	IPA_BP	IPA_Activity	O_GlcNAc_Score	EMS_Max	PharmGKB_Score	ExAc_constraint_obs_exp	PolyPhen	DANN_score	CADD_RAW	Eigen-raw_coding_rankscore	GenoCanyon_rankscore	M-CAP_rankscore	MetaLR_rankscore	MetaSVM_rankscore	MutationAssessor_rankscore	REVEL_score	fathmm-MKL_coding_score	integrated_fitCons_rankscore	LoFtool	GERP_Rankscore	BPlabel
TLN2	0.197	0.619	0.536	NA	366	0.3921	25	23.0224	16.0443	2.46415	21.3995	10.565	9.24294	7.42704	7.81355	12.3297	9.07338	15.0382	13.8633	21.5155	22.6062	7.34903	8.66767	9.49187	6.61235	13.7087	7.04741	13.1907	15.423	0.280695	18.8952	14.577	5.67425	8.72299	5.59235	1.59102	4.6013	6.86391	5.69831	6.27007	8.79975	7.95757	2.00736	4.20129	3.68691	7.00255	17.4837	5.95627	1.49046	8.92456	3.78965	3.51787	4.85152	5.59822	1.89978	5.97229	9.24738	12.5582	6.89234	7.13063	0.158462	0.16978	0.292879	0.191102	0.386383	-0.202617	0.285326	0.387869	-0.177825	-0.420637	-0.403263	0.087954	0.340196	-0.090136	0.335421	0.268635	-1.516889	0.159041	-0.495514	-0.210373	0.41243	0.230157	1.082848	0.608128	-0.75463	0.329357	0.183458	0.350514	0.234834	-0.134338	1.588858	-0.548184	-0.4607	0.631807	-0.344245	0.328959	-0.252049	0.208408	-0.751039	0.303876	0.110554	0.151205	-0.303424	0.639428	0.381203	-0.151299	-0.152916	0.355173	-0.521428	-1.544303	NA	0.502808329	0	0	0	0.502808329	NA	NA	NA	NA	NA	-3.47	NA	0	0.00689223	0	0	0.024	5	332	1755	5.96504444	329	8.80567	25	28.168	62	9.03653	0.999853230773704	11	454105	NA	NA	2221.48407	1	0.636561334	0	0	5.53076402690684	3.3069	NA	NA	1	0.998392664982944	3.992531	0.70737	0.74766	0.7777	0.81281	0.77813	0.77586	0.53	0.98764	0.61202	0.525	0.86881	unknown
TM6SF1	0.465	0.535	0.254	NA	338	0.5134	10.698970004336	9.33061	7.48549	1.49616	5.5991	5.77123	3.63843	2.74131	2.13811	4.8482	2.64585	1.91726	4.40803	5.87039	10.5837	2.24003	3.47407	1.69451	1.85309	5.91551	3.58207	7.15629	0.699055	3.89329	1.65007	3.16106	2.00283	1.66863	2.71878	1.03597	2.63223	2.8504	4.72166	1.2122	0.560273	1.33536	0.212625	9.80456	2.09584	10.411	5.92168	1.59223	0.373923	0.907422	1.83022	1.20593	1.50968	2.48834	4.53703	1.07627	4.38779	8.05507	3.25612	2.13028	8.57126	-0.235203	-0.423912	0.311817	0.354588	0.330355	-0.573354	2.667825	-2.102162	0.337409	-1.480034	-0.528435	-0.441145	0.426257	0.720723	0.544437	-0.6829	1.26252	-1.697196	1.661786	-0.288678	0.430558	-6.643856	0.275315	-0.271439	-0.295851	-0.217277	0.134603	0.296865	-0.379862	-6.643856	-2.767073	0.250944	-1.859529	-0.157611	0.176079	-6.643856	0.389412	-1.35843	-0.295898	-0.173883	-0.20248	0.668024	0.404833	-1.264766	0.20659	0.127641	-1.527559	-1.9119	-0.175115	0.024542	0	0	0	0	0	NA	NA	NA	NA	NA	-0.27	NA	NA	NA	NA	NA	NA	1	18	7	1.99953888	20	18.6794	34	14.11739	20	23.4434	0.0000646941313206752	7	37447	NA	NA	576.88725	1	0.275012761	0	0	NA	NA	NA	NA	NA	NA	0.874643	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.818	NA	unknown
TMBIM6	NA	NA	NA	NA	84	-0.3929	32.397940008672	243.531	252.944	314.051	230.293	242.249	241.094	232.992	138.69	147.827	167.582	155.645	155.71	159.716	161.135	116.735	142.911	163.944	136.77	240.456	147.009	257.282	374.088	209.652	257.479	277.462	200.066	229.263	199.136	271.903	196.897	251.4	91.0326	68.2574	199.78	202.896	326.529	324.656	313.407	94.9249	300.762	251.941	116.038	146.468	216.211	194.908	194.293	251.114	201.387	257.124	192.55	372.313	250.834	246.543	220.361	-0.071317	0.186189	0.191759	-0.133148	0.2216	-0.046116	0.195576	0.306661	-0.06683	-0.07931	-0.156241	0.172868	-0.29445	-0.227634	-0.079441	-0.092497	-0.063422	0.076176	0.404502	0.130372	-0.061926	-0.094684	0.035516	-0.141954	-0.044179	0.038774	-0.085458	0.074722	0.132565	0.725973	0.605985	0.039699	0.191068	-0.233626	0.045621	-0.062774	0.194292	-0.258165	-0.305662	0.119448	0.043981	0.294788	0.226631	0.074058	0.076405	0.03495	0.657878	-0.590145	0.105088	0.0071333	0.500233137	0	0	0	0.500233137	NA	NA	NA	NA	NA	-0.25	NA	NA	NA	NA	NA	NA	1	27	156	7.79005924	228	7.12795	58	29.0604	169	7.54149	0.0161697441134311	2	57209	NA	NA	61.1273	NA	0.629829466	0	0	NA	NA	NA	NA	0.445	0.998591020452889	3.256782	0.96901	0.74766	0.38615	0.30429	0.06965	NA	0.068	0.99664	0.52595	0.685	0.68106	unknown
TMEM107	0.035	NA	NA	NA	1437	0.4221	10.698970004336	5.69513	4.54388	6.11129	6.71383	7.31496	5.69174	5.10274	4.05244	5.15915	5.38654	6.62288	6.48915	6.06332	6.68412	3.44891	5.04557	6.93129	3.78747	4.76127	3.83352	5.94549	8.36401	10.5837	6.50022	8.56272	5.22363	4.373	5.11272	5.00585	4.84661	7.14795	2.51659	1.50472	5.06837	6.27876	0.948874	7.53058	5.64158	0.366777	14.0226	6.05632	2.64013	16.1508	5.17984	6.38827	6.34506	4.58633	8.21383	3.47972	13.1292	13.5463	10.0589	6.40067	3.28637	-0.332553	-0.212435	0.870908	0.350391	0.494321	-0.108822	-0.231017	-0.14484	0.432113	-0.751932	0.781892	-0.48083	-1.236257	-0.671146	0.442331	0.177767	-0.5071	0.710189	1.218106	0.118234	0.030713	-1.919787	-0.371578	0.243772	-0.445896	-0.210356	0.372349	-0.562086	0.108705	0.356164	0.807503	0.150001	0.424881	-0.219784	-0.18035	0.626016	0.522254	0.272563	0.566163	0.275382	-0.095239	-0.238724	-0.3378	0.13283	-0.075753	-0.183133	0.643088	-6.643856	0.126722	0.10005	0	0	0	0	0	NA	NA	NA	NA	NA	-0.01	NA	0.5	0.0275689	0	0	0.032	3	12	14	2.70125779	21	5.66115	19	11.9825	19	13.5154	0.0289055801710133	4	3162	NA	NA	4.81975	1	0.243811503	0	0	NA	NA	NA	NA	0.997	0.992586269853919	3.065807	0.2543	0.74766	0.61843	0.82573	0.77933	0.51302	0.215	0.72279	0.48094	0.257	0.49658	unknown
TMEM108	NA	NA	NA	NA	175	1.2806	10.698970004336	0.772428	0.509107	5.06691	0.44327	0.644785	0.459916	2.66214	2.75408	4.0539	1.17942	3.97047	5.48139	4.76555	5.09479	2.28179	3.04401	1.44486	0.677484	1.63788	1.69916	0.67175	0.0193123	0.215992	0.393855	0.629001	0.904303	0.503146	3.16872	0.852127	5.14913	1.38612	1.82962	0.230412	0.0789625	0.311513	0.0228537	6.17711	0.661529	1.22364	0.512901	0.119025	0.0820866	1.39735	0.404329	0.628343	0.665384	0.823013	0.351808	0.356071	7.27435	2.20652	1.3031	0.388565	0.0123984	-1.304542	-0.268109	0.284908	-0.393965	-2.191151	0.48962	-1.16139	0.418253	0.634088	0.750701	-0.110132	-0.084582	0.341709	-0.194068	1.257574	-0.290398	0.327138	-0.354638	0.853929	0.686779	NA	1.572781	0.53904	0.327676	0.616391	-0.302035	0.337996	0.362943	0.720197	-0.669067	NA	-0.362477	0.806551	0.740839	-0.819854	2.187342	1.273555	0.670337	-1.125391	0.376607	0.396155	0.618587	-0.371386	-1.401514	0.261166	-0.188062	-0.613154	-1.138171	NA	0.018549	0.451603502	0	0.451603502	0	0	NA	NA	NA	NA	NA	-1.4	NA	NA	NA	NA	NA	NA	1	130	NA	9.91677151	353	8.13286	161	8.33354	155	4.8356	0.983718759593856	0	359401	NA	NA	186.62645	1	0.375645339	0	0	NA	NA	NA	NA	NA	NA	2.031737	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.289	NA	unknown
TMEM131	0.104	0.063	0.115	NA	48	-0.216	9.30102999566398	24.4498	20.8216	20.7906	29.2416	29.5354	33.9242	28.7528	6.66173	8.23797	9.94807	23.9451	25.735	13.0168	12.187	7.69721	8.95973	10.5109	7.45511	10.776	6.25264	23.9336	38.5167	40.9211	30.6862	38.7992	27.678	28.7166	26.9789	23.2396	25.1103	30.3698	12.5314	9.97326	9.59343	14.3559	9.06186	26.5855	23.6079	19.8719	29.6782	34.115	11.7839	26.6948	26.0576	33.2559	34.5471	30.9584	29.4811	23.4842	25.3641	26.2764	38.0549	26.1918	11.3836	0.059947	0.065994	0.077051	0.051852	0.089256	0.052208	0.543606	-0.268577	0.229414	-0.050849	0.06362	-0.090381	0.134729	0.182985	0.472858	0.447044	0.757974	0.085466	-1.163683	0.059928	0.096662	0.172665	-0.068058	0.159669	0.062493	0.098145	0.035311	-0.302899	0.087037	0.143002	0.346972	0.078029	0.367276	-0.159382	0.040936	-0.193225	-0.045227	0.597379	-0.075333	0.069126	0.082554	0.250714	0.169018	-0.071178	0.046428	-0.075863	0.131512	0.108352	-0.092395	0.051691	0	0	0	0	0	NA	NA	NA	NA	NA	-1.05	NA	NA	NA	NA	NA	NA	5	90	423	1.84815186	151	10.3718	37	28.7385	43	12.9524	0.999999482162299	2	239589	NA	NA	2067.68724	NA	0.426189721	0	0	NA	NA	NA	NA	0.999	0.998289256116377	4.045092	0.86945	0.74766	0.8029	0.73862	0.79634	0.88459	0.678	0.9496	0.73137	0.71	0.5377	unknown
TMEM161B	NA	NA	NA	NA	494	0.3691	20.698970004336	4.89461	4.07624	3.89077	5.05272	5.1734	5.1242	5.78656	1.43977	1.6596	1.7968	7.69418	7.59379	2.14061	2.47621	1.61306	2.00095	1.9343	1.43909	2.4547	1.54307	5.47053	6.49195	11.8751	7.47604	7.41527	5.36344	5.3982	4.90524	5.22244	4.56163	7.83822	2.5733	1.46575	2.53962	4.75356	2.34943	5.77518	5.67427	1.78327	9.1062	9.82195	2.31595	5.71295	5.89792	5.52711	5.27125	5.75551	4.65768	8.71157	6.09102	8.41447	8.19773	7.56632	0.64865	0.198992	-0.101017	0.074475	0.139578	-0.323828	0.102346	0.591132	0.185884	-0.476643	0.81233	0.092283	0.273521	0.56644	0.407744	0.213797	-0.586642	-0.86124	-0.188731	0.226999	0.110666	0.056377	-0.171635	-0.318687	-0.130926	-0.353894	0.05619	-0.197621	-0.32685	0.455454	0.344321	-0.170995	-0.238162	-0.081665	0.07571	-0.206736	0.229573	-0.487947	0.463133	-0.24795	0.076442	-0.161417	-0.428088	-0.08442	-0.104372	0.030523	-0.190463	-0.992101	0.460345	-0.486419	0.032481	0	0	0	0	0	NA	NA	NA	NA	NA	-0.01	NA	NA	NA	NA	NA	NA	NA	7	2	0	11	9.53819	6	36.0664	6	8.56394	0.00368500214116822	1	79843	NA	NA	512.51429	NA	0.492040008	0	0	NA	NA	NA	NA	NA	NA	1.947945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown
TMEM165	NA	NA	NA	NA	169	0.2452	22.698970004336	35.8323	39.981	36.6309	42.6023	40.5373	29.1094	39.2215	12.5994	8.58191	13.12	13.4765	13.6471	10.7121	11.3652	17.4902	15.5687	9.68645	13.5833	58.3136	24.037	31.2829	62.1264	29.1604	33.4777	37.5644	22.8786	19.4357	28.5498	38.3979	31.2307	33.2069	14.2551	8.94974	13.3	17.5262	4.97148	58.4175	30.101	5.52271	36.1441	23.8691	13.0357	20.9198	32.7151	22.7803	24.911	22.7882	33.2635	20.7622	14.8314	34.0902	37.1494	40.8077	5.87676	-0.123309	-0.131486	-0.185207	-0.119027	-0.085049	-0.107747	-2.019951	-0.312473	-0.143252	0.099388	-0.114177	-0.147491	-0.578658	-0.106713	-0.099131	-0.130924	-0.155682	-0.294677	0.165091	-0.197194	-0.050419	0.139728	-0.142384	0.10235	-0.119265	0.216944	-0.117217	-0.088066	-0.147197	0.189098	-0.313201	-0.095152	-0.750214	-0.134826	-0.288085	-0.104022	-0.169437	-0.079448	-0.310826	-0.210665	-0.069087	-0.131201	-0.133423	-0.271637	-0.094395	-0.116832	-0.434873	-2.289122	0.190304	NA	0	0	0	0	0	NA	NA	NA	NA	NA	-0.3	NA	NA	NA	NA	NA	NA	1	28	24	7.29279782	252	5.81508	34	3.64157	283	4.95211	0.94379661352925	19	57440	NA	NA	12.21641	NA	0.672696948	0	0	NA	NA	NA	NA	0.989	0.998128694791921	4.160229	0.81564	0.33608	0.45395	0.10733	0.01001	0.55033	0.25	0.98213	0.82227	NA	0.62624	unknown
TMEM170A	NA	NA	NA	NA	305	0.5085	5.15490195998574	6.88418	9.1896	9.32952	6.82403	7.9483	4.41817	8.24143	6.96425	7.01833	7.80766	11.1394	12.4497	6.84361	6.89842	6.73579	8.86279	8.40566	6.38045	10.7735	7.87255	7.94871	7.88543	18.5102	9.79009	12.4009	7.75998	12.0051	7.16659	7.44782	6.38987	12.678	3.64247	2.50014	5.84181	9.97779	5.78172	11.1095	6.83253	1.45589	13.1208	13.2428	3.96138	11.5496	11.2313	5.64009	5.31753	13.279	12.3752	5.97232	17.06	12.5819	13.4399	10.5109	4.1996	0.093756	0.064147	0.242405	-0.085989	-0.509037	0.107674	-0.428111	0.311478	-0.207292	-0.378582	0.093377	-0.130972	-0.198493	-0.328627	0.157968	0.316969	-0.262541	0.593056	0.191688	0.110238	-0.105269	-1.18293	-0.069977	0.075434	0.129161	0.353517	-0.123848	-0.112847	0.149243	-0.222416	0.731755	-0.088397	-0.151433	-0.126284	-0.108778	0.407527	0.136961	-0.461133	0.408821	0.20805	0.241444	-0.273667	0.083271	0.116218	-0.097938	0.120924	0.437724	-0.555504	0.10358	0.02671	0	0	0	0	0	NA	NA	NA	NA	NA	0.08	NA	NA	NA	NA	NA	NA	4	25	4	2.9562906	120	7.03216	49	17.3983	48	10.9231	0.000303172215493796	8	22443	NA	NA	13.73607	1	0.111908376	0	0	NA	NA	NA	NA	0.995	0.997930212593828	3.62118	0.72507	0.50053	0.98375	0.99544	0.99977	0.84231	0.617	0.9748	0.57023	0.15	0.53567	unknown
TMEM194B	0.016	0.116	0	NA	566	-0.2501	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.018109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.21	NA	NA	NA	NA	NA	NA	5	24	34	NA	60	7.71785	37	20.8442	27	12.7445	NA	NA	30380	NA	NA	619.75379	NA	NA	0	0	NA	NA	NA	NA	0.003	NA	1.636665	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0721	NA	unknown
TMEM200B	NA	NA	NA	NA	1	NA	19	27.1475	15.5756	3.86522	35.5365	27.7919	36.1207	33.2677	0.780058	0.984661	4.41868	2.90096	13.7078	2.1069	1.98033	0.712571	0.77367	2.86426	3.21452	0.830003	0.902037	17.7308	24.0864	0.0444262	123.387	75.5359	47.1282	17.8717	25.4615	5.02082	23.6066	43.2567	4.87752	1.81024	5.94728	3.5698	2.47477	15.6286	4.98175	1.22458	26.4767	61.1451	0.780229	3.95292	34.8579	5.3844	7.15707	8.24363	6.20695	4.77191	26.9918	7.89052	131.365	37.7599	0.0356546	0.218771	0.175078	-1.613079	0.05031	0.279802	0.205056	0.980072	1.314363	-0.958838	1.046896	0.488591	0.399109	0.268458	-0.772019	0.513482	-1.397395	0.896602	0.829953	1.840356	0.201898	-0.133866	1.658092	-0.313369	-0.237342	-0.146362	-0.297906	-0.124985	0.50093	-0.577258	-0.490614	-6.643856	0.348685	-1.969511	0.427314	-0.087188	0.521825	-0.450094	0.315102	-0.243633	0.097424	0.405085	0.261074	0.826378	0.260277	-0.17147	0.435023	-0.38144	0.371489	NA	0.012373	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	18	14	0	40	8.03639	58	12.7335	20	8.00676	0.15528270100677	NA	4507	NA	NA	57.52956	1	0.413446665	1	1	NA	NA	NA	NA	NA	NA	0.275284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown
TMEM229B	NA	NA	NA	NA	37	0.4525	56.0457574905607	0.641656	0.808597	12.6002	0.791696	0.744502	0.454393	2.98265	5.27971	7.00554	4.30606	36.2631	36.3426	9.40798	10.0788	5.74501	5.88094	4.45104	4.03474	5.19648	4.79216	1.4145	0.16312	0.269262	1.13247	1.98231	3.17788	2.93697	1.13272	0.494591	1.30966	1.14001	0.574656	0.318597	1.10391	1.528	0.265205	1.44329	2.45909	0.106503	1.17021	0.79466	2.11539	8.82703	3.2506	0.961172	1.24826	6.67724	8.23202	1.42771	9.33706	8.97562	1.27727	1.14361	1.96569	-0.288015	-0.188869	-0.254444	-0.573392	0.338055	0.778506	0.651224	-0.242655	-0.101457	0.048392	-0.308721	0.066216	-0.370589	0.324241	-0.244485	0.156642	0.213172	0.257829	1.049937	0.28733	0.366361	-1.067209	-0.358644	-0.662182	-0.384294	0.225777	0.352145	-0.737835	-0.232744	1.710867	-0.363108	0.160582	-0.879982	-0.525875	-0.591706	-0.439911	-0.519254	0.34083	-0.305806	0.281624	-0.424027	-0.237973	0.361652	-0.492285	-1.532409	-0.304482	-0.326025	-1.33902	0.295337	0.17105	0	0	0	0	0	NA	NA	NA	NA	NA	0.15	NA	NA	NA	NA	NA	NA	10	118	145	0	147	11.255	70	11.6843	NA	NA	0.214249970166916	1	86655	NA	NA	8.41338	1	0.676211476	0	0	NA	5.2836	NA	NA	NA	NA	2.25012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown
TMEM239	NA	NA	NA	NA	119	0.3935	7.69897000433602	0.0593471	0.0873038	0.011595	0	0.00228673	0	0.0146043	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0514342	0.0266722	0	0.121646	0.108333	0	0.0069419	0	0	0	0.101672	0	0	0.00622883	0.0208272	0	0.00833682	0.00736907	0	0.0119812	0.0231349	0	0.00896449	0	0	0.00697249	0	0	0.00833809	48.0503	0	0.14071	0.0277848	0	-1.927448	-0.817799	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.643856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.155622	NA	-6.643856	NA	NA	0.16778	0	0	0	0	0	NA	NA	NA	NA	NA	0.48	NA	NA	NA	NA	NA	NA	NA	12	9	0	33	2.95143	NA	NA	NA	NA	NA	NA	5316	NA	NA	104.52884	NA	NA	0	0	NA	NA	NA	NA	0.999	NA	0.325626	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.333	NA	unknown
TMEM42	NA	NA	NA	NA	1	NA	NA	28.6427	26.3747	36.0348	31.6767	32.0305	25.4019	32.6225	28.2705	27.9686	30.3605	28.8663	28.8593	28.9069	32.9957	28.7379	39.3736	34.9917	27.8598	49.7302	33.8178	28.6784	55.3932	27.8521	34.3483	51.2686	24.4053	19.048	24.6239	18.6135	22.7107	32.4671	13.9816	9.92711	19.7499	26.6271	17.9473	29.8491	22.6703	17.2996	52.3436	51.3026	10.5676	65.1464	44.7584	25.3007	23.0404	21.9618	32.821	20.5962	78.108	57.7617	43.9569	33.3539	5.04676	0.091996	0.12376	0.152873	0.090598	-0.195706	0.240095	0.172583	-0.168562	0.411017	-0.087527	0.101902	-0.143359	0.172633	-0.381955	-0.135476	0.136705	0.172533	-0.288974	0.284806	-0.13082	-0.102421	-0.154391	0.110886	-0.255531	0.127076	0.098044	-0.346096	0.132208	-0.336689	0.264367	-0.401586	0.072674	-0.992702	-0.085895	0.071253	0.11009	-0.131302	0.340527	0.131791	0.093516	0.090879	0.369025	0.170866	0.104254	-0.221346	-0.184827	-1.203872	0.177439	-0.307202	NA	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	1	0	4	11.168485	2	16.1578	2	11.8396	0.306977503268514	4	3801	NA	NA	14.86174	1	0.247530133	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.284	NA	unknown
TMEM44	0.039	0.312	0	NA	420	-0.3117	6.15490195998574	15.0607	10.9536	2.8413	7.6379	8.44235	4.88509	8.66501	2.81273	4.94298	7.47231	1.38496	1.96892	6.43943	6.09936	3.49659	4.74898	5.24474	6.23795	3.20475	3.29922	12.9319	13.3246	4.37577	14.4537	13.9184	5.58355	13.7165	6.08144	6.61309	6.09477	9.62964	4.17886	3.16099	4.33333	4.87152	1.7635	20.5819	9.74784	1.84623	14.4363	8.79735	1.56537	4.25054	9.66594	4.50323	5.28776	9.11574	14.8686	4.72279	4.65957	10.6182	12.4478	10.6771	0.794854	0.150793	0.088945	0.261681	0.317978	0.25245	0.266103	-0.523705	0.276681	0.125215	0.362678	0.239916	0.219216	-0.279914	0.457563	0.616477	0.323081	1.170919	0.460849	-1.568075	0.116345	0.099983	0.400567	0.430176	-0.209727	-0.449924	-0.176339	0.117973	0.195589	0.10844	0.576689	0.267765	0.183971	1.542991	0.146657	0.167097	0.600196	0.238761	0.298036	0.557051	0.174631	0.193778	-0.179558	0.224409	-0.162644	0.898068	0.135072	0.330288	-1.105093	0.471133	NA	0	0	0	0	0	NA	NA	NA	NA	NA	1.78	NA	NA	NA	NA	NA	NA	3	81	184	1.99953888	261	10.4455	161	8.69762	316	8.96729	0.00000119424157266321	4	46016	NA	NA	4070.99924	1	0.146139458	0	0	NA	NA	NA	NA	0.999	0.991004577828072	3.380241	0.84539	0.46732	0.94984	0.84545	0.89915	0.99338	0.67	0.90756	0.09132	0.939	0.68106	unknown
